Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi,D_ID,D_Type,D_Brand,D_Model,D_Relationship_Type,D_Relationship_Factor
1790,8,12,4,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1791,3,10,1,2,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1792,10,1,1,1,0.5,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1792,15,2,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1793,5,8,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1794,9,2,8,2,0.8,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1794,11,3,2,1,0.666666667,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1794,5,15,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1795,9,13,8,2,0.8,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1796,11,1,2,1,0.666666667,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1796,5,10,2,3,0.4,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1797,10,3,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1797,15,8,1,2,0.333333333,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1798,5,12,1,2,0.333333333,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1799,6,13,3,1,0.75,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1799,5,9,3,0,1,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1799,15,10,6,1,0.857142857,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1800,6,4,2,2,0.5,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1801,4,7,5,1,0.833333333,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1801,15,7,2,3,0.4,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1802,4,13,1,5,0.166666667,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1802,8,12,2,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1803,15,10,2,3,0.4,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1804,8,5,4,2,0.666666667,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1804,1,10,8,1,0.888888889,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1805,11,1,1,1,0.5,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1805,1,15,7,2,0.777777778,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1805,8,15,3,3,0.5,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1807,7,15,5,4,0.555555556,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1807,3,8,1,4,0.2,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1807,13,9,2,1,0.666666667,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1808,7,5,3,6,0.333333333,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1808,13,2,1,2,0.333333333,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1809,4,6,5,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1810,11,3,1,0,1,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1810,4,15,3,2,0.6,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1810,8,15,4,6,0.4,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1811,13,7,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1812,6,1,1,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1812,5,12,4,0,1,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1813,13,7,2,3,0.4,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1814,13,2,3,2,0.6,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1814,9,15,7,1,0.875,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1814,5,9,1,8,0.111111111,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1815,5,13,2,7,0.222222222,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1816,9,3,4,5,0.444444444,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1816,12,6,2,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1817,9,12,2,7,0.222222222,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1817,1,9,1,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1818,12,10,7,3,0.7,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1819,14,4,7,3,0.7,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1819,4,13,5,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1819,10,11,1,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1820,10,2,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1820,4,9,1,4,0.2,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1821,14,7,1,2,0.333333333,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1822,9,4,1,3,0.25,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1822,1,13,6,1,0.857142857,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1823,9,12,4,0,1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1823,13,9,5,5,0.5,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1824,1,10,1,5,0.166666667,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1825,1,12,6,0,1,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1825,9,12,4,3,0.571428571,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1825,13,7,7,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1826,9,2,7,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1827,5,10,2,6,0.25,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1827,14,8,3,6,0.333333333,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1828,5,15,5,3,0.625,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1828,7,12,7,2,0.777777778,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1829,14,8,4,2,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1830,9,3,1,1,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1830,11,2,1,5,0.166666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1830,5,12,4,5,0.444444444,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1831,9,13,1,1,0.5,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1831,5,9,6,3,0.666666667,1,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1832,11,6,4,6,0.4,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1833,12,4,5,5,0.5,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1833,5,15,2,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1833,6,12,3,3,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1834,6,5,2,4,0.333333333,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1834,5,6,2,0,1,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1835,12,7,3,1,0.75,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1836,10,2,3,1,0.75,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1836,13,1,4,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1836,1,14,4,4,0.5,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1838,7,4,10,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1838,1,13,2,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1838,15,6,3,6,0.333333333,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1839,11,5,3,6,0.333333333,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1839,1,8,1,1,0.5,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1840,7,12,1,6,0.142857143,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1841,7,5,6,1,0.857142857,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1841,13,5,6,3,0.666666667,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1841,2,12,2,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1842,2,10,2,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1842,14,10,8,1,0.888888889,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1843,9,11,7,2,0.777777778,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1844,9,5,9,0,1,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1844,15,4,4,5,0.444444444,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1844,2,6,2,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1846,8,4,1,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1846,2,14,6,1,0.857142857,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1846,11,9,2,2,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1847,8,15,1,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1847,2,6,1,6,0.142857143,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1848,11,5,1,3,0.25,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1849,5,14,9,1,0.9,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1849,6,12,4,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1849,11,7,1,3,0.25,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1850,6,5,3,1,0.75,1,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1851,14,3,1,7,0.125,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1851,5,9,1,9,0.1,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1852,10,2,8,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1853,2,8,1,1,0.5,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1853,13,6,1,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1854,10,2,2,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1854,14,1,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1855,1,10,1,3,0.25,1,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1856,6,3,5,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1856,1,13,1,3,0.25,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1856,14,9,1,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1857,14,1,1,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1857,6,12,3,2,0.6,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1858,1,9,9,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1859,9,4,1,1,0.5,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1859,13,5,3,3,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1859,1,15,9,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1860,13,9,6,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1861,7,14,1,9,0.1,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1861,4,8,3,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1862,14,4,1,3,0.25,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1863,10,13,1,4,0.2,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1863,3,8,1,4,0.2,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1864,10,4,4,1,0.8,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1864,3,11,4,1,0.8,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1864,12,9,1,4,0.2,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1865,13,2,2,3,0.4,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1866,2,12,4,4,0.5,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1866,9,13,2,8,0.2,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1867,9,1,8,2,0.8,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1867,14,4,2,7,0.222222222,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1867,2,10,6,2,0.75,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1869,4,11,4,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1869,9,15,6,2,0.75,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1869,11,7,5,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1871,7,3,3,3,0.5,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1871,5,7,3,7,0.3,1,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1871,12,8,1,5,0.166666667,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1873,14,1,2,6,0.25,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1873,9,12,4,5,0.444444444,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1873,2,7,4,3,0.571428571,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1874,9,3,3,6,0.333333333,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1875,14,3,1,7,0.125,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1875,5,13,7,1,0.875,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1876,7,5,1,2,0.333333333,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1876,5,7,2,6,0.25,1,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1876,13,10,3,5,0.375,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1877,7,12,3,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1878,4,8,5,4,0.555555556,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1878,11,7,2,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1879,11,3,1,1,0.5,1,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1879,9,12,1,0,1,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1880,2,11,1,3,0.25,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1881,7,5,3,0,1,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1881,12,10,3,1,0.75,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1882,1,15,5,3,0.625,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1882,7,15,2,1,0.666666667,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1883,15,7,2,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1884,10,2,4,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1884,13,3,2,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1884,1,7,5,2,0.714285714,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1885,1,12,7,0,1,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1885,10,13,2,2,0.5,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1886,15,10,1,6,0.142857143,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1887,7,5,2,1,0.666666667,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1887,14,1,6,1,0.857142857,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1887,3,15,1,6,0.142857143,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1888,3,7,1,6,0.142857143,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1889,8,3,8,2,0.8,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1889,12,7,9,0,1,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1890,8,15,2,8,0.2,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1890,2,9,2,1,0.666666667,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1891,13,4,8,2,0.8,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1892,7,14,2,1,0.666666667,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1892,2,9,2,0,1,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1893,7,1,1,2,0.333333333,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1893,2,14,1,1,0.5,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1893,15,9,9,1,0.9,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1894,11,4,3,7,0.3,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1895,9,14,2,4,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1895,2,9,3,0,1,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1896,12,8,1,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1897,10,1,1,2,0.333333333,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1897,2,8,2,4,0.333333333,1,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1898,11,1,5,3,0.625,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1898,2,15,6,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1898,10,12,1,2,0.333333333,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1900,2,15,1,3,0.25,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1900,6,15,5,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1900,11,6,2,1,0.666666667,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1901,6,3,3,2,0.6,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1901,14,1,2,1,0.666666667,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1902,2,8,1,9,0.1,1,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1903,10,5,7,0,1,0,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1903,13,8,6,3,0.666666667,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1904,12,5,1,8,0.111111111,1,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1904,1,14,9,1,0.9,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1904,10,13,5,2,0.714285714,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1906,7,5,1,1,0.5,1,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1906,15,3,5,3,0.625,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1906,3,7,2,0,1,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1907,3,13,1,1,0.5,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1907,7,13,2,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1907,15,9,6,2,0.75,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1909,3,14,1,2,0.333333333,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1909,7,12,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1909,13,8,9,1,0.9,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1910,7,3,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1910,3,7,3,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1911,12,4,3,4,0.428571429,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1912,6,12,1,1,0.5,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1912,4,6,6,4,0.6,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1912,12,7,6,1,0.857142857,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1914,8,3,6,4,0.6,1,1,1,Smartphone,Apple,iPhone 12,Personal,0.8
1914,1,9,4,3,0.571428571,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1914,15,10,2,1,0.666666667,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1915,11,1,3,0,1,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1915,1,14,2,5,0.285714286,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1916,6,1,2,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1917,12,3,3,7,0.3,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1917,5,12,3,1,0.75,1,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1918,8,2,3,3,0.5,1,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1918,5,10,3,1,0.75,0,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1918,14,8,7,3,0.7,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1920,14,2,1,4,0.2,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1920,9,15,3,4,0.428571429,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1920,1,7,1,1,0.5,1,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1922,13,4,3,1,0.75,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1922,4,11,4,4,0.5,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1922,9,12,2,4,0.333333333,0,1,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1923,12,8,3,1,0.75,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1924,9,14,1,0,1,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1924,1,9,3,0,1,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1925,14,2,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1926,8,15,9,1,0.9,0,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1926,5,10,2,0,1,0,1,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1926,11,6,1,0,1,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1928,10,3,4,1,0.8,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1928,3,14,1,4,0.2,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1928,13,6,1,4,0.2,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1929,12,3,3,2,0.6,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1929,10,14,2,3,0.4,1,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1930,3,10,2,5,0.285714286,0,0,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1931,8,5,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1931,15,10,3,0,1,0,0,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1932,8,13,1,0,1,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1932,3,10,2,3,0.4,0,0,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1933,15,1,7,0,1,0,1,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1933,3,14,5,0,1,0,0,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1934,6,11,3,6,0.333333333,0,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1934,13,7,2,5,0.285714286,0,0,8,Smart Camera,Arlo,Pro 3,Security,0.8
1935,6,4,1,8,0.111111111,0,0,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
1935,3,11,7,0,1,1,1,10,Smart Plug,TP-Link,Kasa Smart Plug,Home Automation,0.7
1936,15,5,1,0,1,0,0,1,Smartphone,Apple,iPhone 12,Personal,0.8
1937,8,3,1,0,1,1,1,2,Smartwatch,Samsung,Galaxy Watch,Personal,0.9
1937,4,13,1,4,0.2,0,0,3,Smart Speaker,Amazon,Echo Dot,Home Automation,0.6
1938,4,9,4,1,0.8,0,1,4,Smart Thermostat,Nest,Learning Thermostat,Home Automation,0.7
1938,12,7,1,0,1,0,0,5,Smart Bulb,Philips,Hue White & Color Ambiance,Home Automation,0.7
1939,10,5,1,1,0.5,0,1,6,Smart Lock,Yale,Assure Lock SL,Home Automation,0.8
1940,1,10,3,2,0.6,1,0,7,Smart TV,Sony,Bravia X900H,Entertainment,0.7
1940,13,9,5,4,0.555555556,0,1,8,Smart Camera,Arlo,Pro 3,Security,0.8
1941,9,4,6,1,0.857142857,0,1,9,Smart Refrigerator,Samsung,RF28R7351SG,Fridge,0.8
